,platform,store,date,review,rating,category
6201,trenbe,google,20211022,명품 살 때 이것저것 알아보고 여러 사이트 둘러보고 그랬는데 트렌비 쓰고 나서부터는 한 번에 해결하고 있어요 ㅋㅋ 브랜드도 많이 모아둬서 넘넘 좋네요~,5,상품 구색
6202,trenbe,google,20211022,궁금한 부분 상담원분이 완전 친절하게 대답해주셨어요!!,5,고객센터
6203,trenbe,google,20211022,시국이 시국이다 보니까 백화점 가기 좀 꺼려졌는데 트렌비 통해서 온라인으로 구매할 수 있어서 좋았어요!,5,전반적인 만족도&기타
6204,trenbe,google,20211022,해외제품 구매하고 싶을때마다 종종 들어가는데 배송도 빠르고 디자인도 다양해서 좋네요,5,"배송, 상품 구색"
6205,trenbe,google,20211022,쿠폰 받아서 정가보다 저렴하게 구매했네요~ 돈 굳었어요 ^^,5,가격&프로모션
6206,trenbe,google,20211022,직구가 어려운 사람들에게 꼭 필요한 앱이 아닐까 합니다! 원래 복잡해서 직구는 꿈도 안꿨는데 트렌비 알게된 후로 쇼핑을 아주 편하게 하고 있어요!,5,UX/UI 편의성
6207,trenbe,google,20211022,백화점 직접 가면 구하기 힘든 제품 트렌비에서 쉽게 구매했어요 ㅋㅋㅋ 이제 백화점 가려고 멀리까지 안 나가도 되겠어요~,5,"UX/UI 편의성, 상품 구색"
6208,trenbe,google,20211022,제품들을 보기 쉽게 잘 되어있어요 요즘 지인들한테 추천하고 다녀요ㅎㅎ,5,"UX/UI 편의성, 상품 구색"
6209,trenbe,google,20211022,"할인쿠폰 받아서 갖고 싶던 가방 정가보다 더 저렴하게 구매했어요 ㅎㅎ 직접 매장에 안 가도 되고, 할인까지 받고! 너무 좋은 것 같아요!!",5,가격&프로모션
6210,trenbe,google,20211022,한 사이트에서 이렇게 많은 브랜드 제품 볼 수 있다는 게 진짜 큰 메리트 같아요 !! 정품 인증도 믿을 수 있고요~,5,"정품 안전성, 앱 오류, 상품 구색"
6211,trenbe,google,20211022,고객센터에 질문도 많이 했는데 빠르고 친절하게 응대해줘서 기억에 남는 앱입니다 혜택도 잘만 받으면 아주 좋은 가격에 구매할 수 있어서 강추합니다!!!,5,"가격&프로모션, 고객센터"
6212,trenbe,google,20211022,배송 안전하게 잘 왔어요! 생각보다 빨리 와서 다행이네요 ㅎㅎ 앞으로 종종 이용할 것 같아요~,5,배송
6213,trenbe,google,20211022,혼자서 해외직구로 제품 사려니 넘 어려웠는데 트렌비 깔고 나서는 시간 날때마다 들어가고 있어요 ㅋㅋㅋㅋ 생각보다 배송도 오래 안걸리는 점이 가장 좋습니다~,5,배송
6214,trenbe,google,20211022,제가 이용해본 구매 대행 사이트 중에서 제일 좋았어요 ㅎㅎ 브랜드가 많은 만큼 제품도 엄청 다양하고 배송도 생각보다 빨랐어요~,5,"배송, 상품 구색"
6215,mustit,google,20211021,굿,5,전반적인 만족도&기타
6216,mustit,google,20211021,화이팅,5,전반적인 만족도&기타
6217,balaan,google,20211021,아 별로,1,전반적인 만족도&기타
6218,trenbe,google,20211021,어머니 생신 다가오는데 가방 하나 선물해드리고 싶어서 해외 직구 사이트 알아보다가 트렌비 어플 다운 받아봤습니다. 명품 구매는 처음이라 어려운 점이 많았는데 트렌비는 보기 편하게 되어 있어서 생각보다 쉽게 구매했어요.,5,"UX/UI 편의성, 앱 오류"
6219,trenbe,google,20211021,특가 정보도 빠르게 알려줘서 활용도 높은 어플이에요 주로 애용하던 브랜드들도 많이 입점해있어서 정말 편리하게 잘 사용하고 있습니다!!,5,"UX/UI 편의성, 가격&프로모션, 상품 구색"
6220,trenbe,google,20211021,할인 혜택 많아서 좋은 것 같아요 명품은 할인 없이 사야만 되는 건 줄 알았는데! 앞으로도 많은 프로모션 해주세요~,5,가격&프로모션
6221,trenbe,google,20211021,명품 지갑 하나 장만하고 싶어서 해외 직구 사이트 이곳저곳 알아보다가 친구가 추천해줘서 깔아봤어요 생각보다 브랜드랑 제품이 다양해서 쇼핑하기 편한 것 같아요!!,5,"UX/UI 편의성, 상품 구색"
6222,trenbe,google,20211021,브랜드 별로 구경하기도 편하고 후기도 보기 편하게 되어 있어서 좋았어요!! 앞으로 쭉 이용할 것 같네요^^,5,"UX/UI 편의성, 상품 구색, 상품 설명"
6223,trenbe,google,20211021,트렌비 쓰고 나서부터는 백화점 오픈런 뛰러 안 가요 ㅋㅋㅋㅋ 역시 온라인 쇼핑이 최고인 것 같아요 😚😚,5,전반적인 만족도&기타
6224,trenbe,google,20211021,명품 구매는 무조건 트렌비에서 하세요! 프로모션 잘 보고 사면 정가보다 싸게 살 수 있어서 넘넘 좋아요 ㅠㅠㅠ 저 맨날 트렌비 한 번씩 들어가요 ㅋㅋㅋㅋ,5,가격&프로모션
6225,trenbe,google,20211021,티비 광고에서 보고 트렌비 깔아봤는데~ 넘넘 편하고 좋네요 명품 처음 구매하는 저도 쉽게 구매할 수 있는 어플이에요~,5,UX/UI 편의성
6226,trenbe,google,20211021,cs 직원분 친절하시고 좋네요 ㅎㅎ 꼼꼼하게 알려주시고 제가 까먹고 못 물어봤던 부분도 먼저 말씀해주셔서 좋았어요,5,고객센터
6227,trenbe,google,20211021,가품 구매할까봐 인터넷으로 명품 사는 건 꺼려졌는데 트렌비 다 정품이라고 해서 믿고 구매했어요! 인터넷으로 편하게 구매할 수 있어서 좋은 것 같아요~,5,"정품 안전성, UX/UI 편의성"
6228,trenbe,google,20211020,지방에 있어서 명품하나사려면 발품 엄청 팔아야 했는데 트렌비만 있으면 바로 구매까지 가능해서 너무 좋습니다 ㅎㅎ,5,전반적인 만족도&기타
6229,trenbe,google,20211020,갑자기 명품에 눈떴는데 트렌비가 있어서 정말 다행입니다 ㅠㅠ 시간 절약하기 좋은 앱,5,가격&프로모션
6230,trenbe,google,20211020,예전엔 명품 하나 사려면 이것저것 다 따지고 고민해야했는데 지금은 트렌비 앱 하나면 가능해졌네요 ㅎㅎ,5,전반적인 만족도&기타
6231,mustit,apple,20211020,머스트잇은 다른 명품커버스 앱에 비해 사용하기가 편리하고 신뢰도가 높다는 점이다. 가품일 경우 200프로 책임지겠다는 것과 머스트잇이기 때문에 제대로 인증된 편집숍들과 해외직구를 믿고 살 수 있는 것이 아닌가 싶어요. 그리고 다른 명품커머스 앱에 비해 더 싼 가격으로 얻을 수 있다는 점. (세일과 이벤트도 많이 해서 최고인 듯) 여튼 앱에 들어가면 일단 쇼핑하기 편하게 되어있고 다양한 가격으로 상품들이 나열되어 있어 합리적인 소비가 가능하다는 장점도 있는 것 같습니다. 앞으로도 머스트잇 쭉 애용하도록 하겠습니다. 머스트잇 짱짱👍🏻❤️‍🔥 마지막으로 나이키 트래비스 스캇 245 넘 갖고싶습니다. 당첨되게 해주세요!!😭,5,"정품 안전성, UX/UI 편의성, 앱 오류, 가격&프로모션, 상품 구색"
6232,trenbe,google,20211020,트렌비 알게된 후부터 쇼핑이 참 쉽고 재밌어졌어요~,5,UX/UI 편의성
6233,balaan,google,20211020,몇백주고 샀는데 기스 내서 온거 반품도 안되네요? 그냥 책임없다고 통보하고 다시 반송시키면 다인가요. 원인을 확인하고 해결책을 제시해야지 뭐 이딴게 다있나ㅡㅡ,1,"앱 오류, 배송, 상품 구색"
6234,trenbe,google,20211020,가품 걱정없이 다양한 디자인 보면서 구매할 수 있어서 추천합니다,5,"정품 안전성, 상품 구색"
6235,trenbe,google,20211020,이번에 트렌비에서 온라인 오픈런 참여해봤는데 ㅋㅋㅋ 너무 귀엽고 재밌었어요,5,전반적인 만족도&기타
6236,trenbe,google,20211020,할인 혜택 덕분에 남자친구 생일선물 합리적으로 잘 구매했어요 감사합니다 :),5,가격&프로모션
6237,trenbe,google,20211020,출퇴근 길에 요즘 트렌비만 보면 시간 가는 줄 모르겠어요ㅋㅋㅋㅋ장바구니 담아뒀다가 할인 혜택 챙겨서 구매 해보려고요,5,가격&프로모션
6238,trenbe,google,20211020,이제 집에서도 편하게 명품 쇼핑 가능ㅎㅎㅎ 직접 백화점까지 안가도 되고 믿고 살 수 있어서 굿이네요~,5,"정품 안전성, UX/UI 편의성"
6239,trenbe,google,20211020,앱 깔고 신규 회원가입 했더니 이것저것 쿠폰으로 할인 받아서 잘 구매했네요,5,가격&프로모션
6240,trenbe,google,20211020,브랜드 별로 랭킹 순위도 가능하고 타겟별 랭킹도 가능해서 구매하는데 큰 도움 됐어요!,5,"UX/UI 편의성, 상품 구색"
6241,trenbe,google,20211020,전세계 백화점들을 공식으로 제휴한다고 하니까 더 믿고 구매했어요,5,정품 안전성
6242,trenbe,google,20211020,브랜드별로 구매후기도 한번에 볼 수 있어서 좋은 것 같아요~,5,"상품 구색, 상품 설명"
6243,trenbe,google,20211020,트렌비 세일스캐너 자주 애용하고 있어요 30분마다 세일 상품 확인 가능해서 세상 편리합니다!,5,"UX/UI 편의성, 가격&프로모션"
6244,trenbe,google,20211020,백화점에서 맘에 드는 디자인이 없어서 아쉬워하다가 트렌비 들어갔는데 바로 맘에 드는 제품 발견했네요ㅎ,5,UX/UI 편의성
6245,trenbe,google,20211020,평소 명품에 관심 많았는데 여기서는 제약없이 계속 볼 수 있어서 좋네요 ㅎ 가품 걱정도 없고!,5,정품 안전성
6246,trenbe,google,20211020,티비 광고에서 보고 알게된 앱인데 생각보다 만족 중이에요,5,전반적인 만족도&기타
6247,trenbe,google,20211020,고객센터에 전화해서 이것저것 물어봤는데 정말 친절하게 다 설명해주셨어요!! 감사해요,5,"상품 설명, 고객센터"
6248,trenbe,google,20211020,당일이나 익일에 바로 배송되는 제품이 있어서 남친 생일에 딱 맞춰 구매할 수 있었어요!! 대박,5,배송
6249,trenbe,google,20211020,어플에서 구경하려고 하면 자꾸 웹으로 넘어가거 짜증나네요,1,전반적인 만족도&기타
6250,trenbe,google,20211020,직구 대행업체 어플 중에 제일 처리도 빠르고 고객응대도 좋아서 잘 사용중입니다,5,고객센터
6251,mustit,google,20211019,좋아요,5,전반적인 만족도&기타
6252,mustit,google,20211019,굿,5,전반적인 만족도&기타
6253,balaan,google,20211019,사용리뷰..후덜덜..CS엉망인곳은 상종안함..깔자말자 삭제.,1,고객센터
6254,trenbe,google,20211019,고객센터 상담원이 응답도 빠르고 친절했어요!!,5,고객센터
6255,trenbe,google,20211019,배송도 빠르고 사이즈도 딱 맞고 실착하니 더 머찜!!! ㅋㅋㅋㅋ,5,배송
6256,trenbe,google,20211019,저 두번 구매해봤는데 미리 검수사진 보내줘서 그 뒤론 안심하고 삽니다.,5,정품 안전성
6257,trenbe,google,20211019,합리적인 가격에 정품까지 확실하니 너무 좋아요~ 상담원분께서 사이즈도 잘 설명해주셔서 잘 맞게 구매했습니다!,5,"정품 안전성, 가격&프로모션, 상품 설명, 고객센터"
6258,trenbe,google,20211019,해외배송이라 오래 걸릴 줄 알고 걱정했는데 생각보다 빨리와서 놀랬네요 ㅋㅋㅋ,5,배송
6259,trenbe,google,20211019,매장에서 웨이팅 몇 달이래서 못샀는데 이번에 트렌비에서 바로 샀어요..,5,전반적인 만족도&기타
6260,trenbe,google,20211019,곧 연말이라 가방 하나 알아 보고 있는데 디자인들이 다양해서 좋네요~,5,상품 구색
6261,trenbe,google,20211019,친구가 추천해줘서 요즘 사용하고 있는 앱인데 정품이고 배송도 빠르대서 눈 여겨 보는 중이에요~!,5,"정품 안전성, 배송"
6262,trenbe,google,20211019,다른 앱에 비해 논란도 없고 직접 바잉하거나 믿을만한 업체들이 많아서 전 믿고 삽니다!! 트렌비!,5,정품 안전성
6263,trenbe,google,20211019,매장에서 신어보고 고민하던 차에 사이즈 다 빠져서 구매는 트렌비에서 했는데 결과는 대만족!,5,전반적인 만족도&기타
6264,trenbe,google,20211018,트렌비 리세일에서 중고지만 아주 잘 구매했어요 만족합니다,5,가격&프로모션
6265,trenbe,google,20211018,지방 살아서 오픈런은 꿈도 못꾸고 트렌비에서 종종 구매하고 있는데 만족스러운 소비입니다,5,전반적인 만족도&기타
6266,trenbe,google,20211018,시세 스캐너가 있어서 가격 비교 하기 정말 좋았어요~,5,가격&프로모션
6267,trenbe,google,20211018,제품 배송이 정말 빨랐어요 ㅎㅎ 가품일 걱정도 없고 좋네요,5,"정품 안전성, 배송"
6268,trenbe,google,20211018,미리 예상 배송일자도 알려줘서 구매에 많은 도움이 되는 것 같아요^^,5,배송
6269,trenbe,google,20211018,카테고리가 세분화 되어 있어서 보고싶은 부분만 클릭해서 보기 편해요! ㅎㅎ,5,"UX/UI 편의성, 상품 구색"
6270,trenbe,google,20211018,온라인 구매라 많이 걱정했는데.. 트렌비라서 믿고 구매했습니다!,5,정품 안전성
6271,trenbe,google,20211018,트렌비는 다른 곳보다 디자인이 진짜 이쁜 게 많아요,5,상품 품질
6272,trenbe,google,20211018,트렌비 좋은 점이 검수단계에서 사진 보내줘서 걱정 없이 구매 가능합니다 ㅎㅎ,5,정품 안전성
6273,trenbe,google,20211018,여기저기 많이 발품 팔아봤었는데 트렌비가 젤 나은 것 같아요 강추!,5,전반적인 만족도&기타
6274,trenbe,google,20211018,세일스캐너로 가격 착하게 잘 구매했습니다!! 감사합니다ㅎㅎㅎ,5,가격&프로모션
6275,mustit,google,20211018,good^^,5,전반적인 만족도&기타
6276,trenbe,google,20211018,디자인이 정말 다양해서 다른 앱에서는 못보던 제품들이 많이 봤어요 ㅎㅎㅎㅎㅎ,5,상품 구색
6277,trenbe,google,20211018,TV광고 보고 주말에 다운받았는데 정품이라 믿고 구매할 예정입니다~,5,"정품 안전성, 앱 오류"
6278,trenbe,google,20211018,직구하면 해외 결제 카드나 배대지 등 너무 복잡했는데 트렌비에서 한번에 가능하니 아주 편리합니다,5,"UX/UI 편의성, 상품 구색"
6279,trenbe,google,20211018,트렌비하면서 명품에 대해 많이 알아갑니다~ 좋아요,5,전반적인 만족도&기타
6280,trenbe,google,20211018,여기는 전세계 재고 파악이 가능해서 국내 품절된 건 무조건 트렌비부터 찾아봐요~,5,상품 구색
6281,trenbe,google,20211018,옷이나 신발뿐아니라 가구 제품도 구매할 수 있어서 더 좋았던 것 같아요,5,전반적인 만족도&기타
6282,trenbe,google,20211018,요즘 간절기 템 찾고 있었는데 트렌비 덕분에 득템했네요!,5,상품 구색
6283,trenbe,google,20211018,다른 곳에서는 재고가 없어 못샀는데 트렌비에 있어서 바로 구매했어요,5,"가격&프로모션, 상품 구색"
6284,trenbe,google,20211018,트렌비 앱 정말 유용하게 잘 사용하고 있습니다~ 이젠 명품쇼핑도 핸드폰 하나로 가능하네요,5,전반적인 만족도&기타
6285,mustit,google,20211017,굿ㅋㅋ이예요,5,전반적인 만족도&기타
6286,trenbe,apple,20211017,한번씩 장바구니와 찜한 상품 목록이 초기화가 될 때가 있는데 지금도 다 날라갔네요…,5,전반적인 만족도&기타
6287,mustit,google,20211017,예쁜 운동화 많구 다 좋은데 배송이 쵸큼 느리다는거? 그래두 국내에 없는 사이즈 살 수 있어서 좋아여,4,"앱 오류, 배송, 상품 품질"
6288,trenbe,apple,20211017,갑자기 어느순간부터 어플이 안켜짐 어플이켜져야 뭘 사던말던 하지,1,전반적인 만족도&기타
6289,balaan,google,20211017,지금 앱 오류난거 같네요 고쳐주세요,1,앱 오류
6290,trenbe,apple,20211017,고민하다가 할인하길래 냉큼 샀어요! 할인할 때 잘 노리면 정가보다 싸게 살 수 있어서 좋은 것 같아요!,5,가격&프로모션
6291,trenbe,google,20211017,브랜드마다 사이즈가 달라서 사이즈 결정하기 어려워서 고객센터 문의했었는데 답도 빠르고 친절해서 좋았던 기억이 ㅎㅎ,5,"상품 구색, 고객센터"
6292,trenbe,google,20211017,"요즘은 백화점 한번 가는 것도 일인데,,, 트렌비 하나면 핸드폰으로도 명품을 구매할 수 있다니 넘 좋네요",5,전반적인 만족도&기타
6293,trenbe,google,20211017,온라인 명품 구매는 처음이라 조금 걱정했는데 그 걱정이 무색했네요 ㅎㅎ,5,전반적인 만족도&기타
6294,trenbe,google,20211017,요즘 제가 애용하는 앱 중 하난데요 카테고리 분류가 잘 되어 있어서 구경하기 편합니다,5,"UX/UI 편의성, 상품 구색"
6295,trenbe,google,20211017,믿음을주셨씀해요,1,정품 안전성
6296,trenbe,google,20211017,명품 구매는 처음이라 뭘 사야할지 몰랐는데 트렌비 기획전 통해서 아주 만족하는 쇼핑했습니다!,5,전반적인 만족도&기타
6297,trenbe,google,20211017,국내에 없는 제품도 트렌비에는 있더라고요 결국 질렀네요 ㅋㅋㅋㅋ,5,상품 구색
6298,trenbe,google,20211017,명품 쇼핑앱 중에서는 젤 나은 거 같네요~ 사용하기도 편하고 여러 상품들 비교하기도 좋음,5,"UX/UI 편의성, 상품 구색"
6299,trenbe,google,20211017,명품 제품은 트렌비에서 주로 구매하는 편이에요 디자인도 다양하고 할인 혜택들도 꽤 쏠쏠해요,5,"가격&프로모션, 상품 구색"
6300,trenbe,google,20211017,몇날 몇일을 고민만 하다가 사이즈 품절되서 엄청 아쉬웠는데 이번에 트렌비에서 구매했습니다~~~ 감사합니다,5,상품 구색
6301,trenbe,google,20211017,갖고 싶은 제품들 브랜드를 한번에 볼 수 있어 좋았어요 가끔 이벤트 하는데 잘 이용하면 가격도 합리적으로 구매 가능,5,"가격&프로모션, 상품 구색"
6302,trenbe,apple,20211017,안 그래도 요즘 명품 사고 싶었는데 광고로 트렌비 보고 함 깔아봤어요 여러 브랜드 한 번에 볼 수 있어서 편한 것 같네요,5,"UX/UI 편의성, 상품 구색"
6303,trenbe,apple,20211016,브랜드 다양해서 좋아요~~!! 몰랐던 브랜드도 알게 되는 거 같아요 ㅎㅎ,5,상품 구색
6304,trenbe,apple,20211016,좋아요 앱!! 정품들만 모여 있어서 안심하고 구매 가능~,5,정품 안전성
6305,trenbe,apple,20211016,한국에 없는 줄 알았는데 트렌비 보니까 있더라고요! 덕분에 사고 싶던 거 샀어요,5,상품 구색
6306,trenbe,apple,20211016,해외직구 사이트 진짜 너무 어렵고 어려워서 그냥 이번 생에서 명품은 포기하자 싶었는데 트렌비 알게 돼서 여기서 구매했어요 ㅠㅠ 가방 진짜 사고 싶었는데 가품 살까봐 걱정이 너무 많았거든요.. 여긴 정품 프로세스 믿을 수 있다고 해서 안심하고 구매했습니다 :) 앞으로도 자주 애용할게요!,5,"정품 안전성, 상품 구색, 상품 품질"
6307,trenbe,apple,20211016,비슷한 사이트 많이 봤는데 전 트렌비가 젤 편하더라고요,5,UX/UI 편의성
6308,trenbe,apple,20211016,사이트 여러군데 안 돌아도 돼서 편해요 신발이랑 가방 등등 제품도 많고요,5,"UX/UI 편의성, 상품 구색"
6309,trenbe,apple,20211016,쿠폰 할인 받으니까 정가보다 좀 더 저렴하게 살 수 있었어요,5,가격&프로모션
6310,trenbe,apple,20211016,명품 가방 알아보는 중이었는데 백화점은 갈 시간이 안 나서 반포기 했었거든요! 근데 트렌비에서 제가 사고 싶은 가방 있길래 바로 구매 했어요 ㅎㅎ,5,상품 구색
6311,trenbe,apple,20211016,그래서 로그인도 안됨 ㅠㅠ 김우빈씨 캐스팅 하실 정도 되면 앱 개선 좀 해줄래요?..,3,앱 오류
6312,trenbe,apple,20211016,솔직히 요즘 가품도 너무 진짜 같이 만들어서 일반인이 보기엔 너무 헷갈리는데.. 아예 이렇게 정품들만 모아놓고 파니까 안심되고 좋아요,5,"정품 안전성, UX/UI 편의성"
6313,trenbe,apple,20211016,트렌비 알고 난 이후로 잘 쓰고 있어요 ㅎㅎ!! 지인이 명품 살 일 있다고 하면 추천해요~,5,전반적인 만족도&기타
6314,trenbe,google,20211016,명품 관련 정보부터 세일 혜택까지 한꺼번에 볼 수 있어서 자주 사용 중입니다.,5,가격&프로모션
6315,mustit,google,20211016,쇼핑하기좋아요,5,전반적인 만족도&기타
6316,trenbe,apple,20211016,확실히 쇼핑할 때는 다양한 브랜드 보는 게 좋은데 백화점 가서 둘러보면 체력적으로 너무 딸리더라고요 ㅠㅠ 이런 사이트 알아보고 있었는데 지인이 추천해줘서 앱 깔아봤어요!! 확실히 브랜드가 다양하니까 넘넘 좋아용 ㅎㅎ,5,상품 구색
6317,trenbe,apple,20211016,이것저것 비교해서 고르기 편해요!! 프로모션 기간에 잘 맞춰서 사면 할인도 꽤 잘 받을 수 있고요!,5,"UX/UI 편의성, 가격&프로모션"
6318,trenbe,apple,20211016,명품 구매는 처음이라 고객센터에 전화했는데 친절하게 답변해주셔서 좋았어요!! 덕분에 첫 구매 잘 할 수 있었습니다,5,고객센터
6319,trenbe,apple,20211016,어머니 생일 선물 트렌비에서 사드렸어요! ㅎㅎ,5,전반적인 만족도&기타
6320,trenbe,apple,20211016,트렌비에서 믿고 엄마랑 제 가방 하나씩 질렀어요~~ 좋아요 ㅎㅎ,5,정품 안전성
6321,trenbe,apple,20211016,백화점가서 정가주고 사긴 아까웠는데 믿고 살 수 있는 명품 어플이어서 애용중이요,5,정품 안전성
6322,trenbe,apple,20211016,"옷부터 신발, 가방 다 한번에 구경할 수 있어서 재미가 쏠쏠하네요",5,상품 구색
6323,trenbe,apple,20211016,친구가 명품에 관심도 많고 좋아하는데 이 앱 추천해줘야겠어요 ㅎㅎ,5,전반적인 만족도&기타
6324,trenbe,apple,20211016,브랜드별 상품 구분도 잘 되어 있어 편리함 지금까지 만족하며 사용중이에요~,5,"UX/UI 편의성, 상품 구색"
6325,trenbe,apple,20211016,명품 할인 받아서 살 수 있을지 몰랐는데 트렌비에서 가능하네요 ^^,5,가격&프로모션
6326,trenbe,apple,20211016,구매할 때 이것저것 고객센터에 문의했는데 친절하게 대해주셔서 좋았어요~,5,고객센터
6327,trenbe,apple,20211016,갖고 싶은 물건들 한번에 모아놓고 볼수 있어서 좋고 가끔 행사하면 혜택 받아서 구매할 수 있어서 만족이요,5,"가격&프로모션, 상품 구색"
6328,trenbe,apple,20211016,엄청 고민하다가 진짜 다른곳에서는 못구하는 제품이 트렌비에는 있어서 구매했어요 ㅎㅎ,5,상품 구색
6329,trenbe,google,20211016,고객센터 문의 시 상담원이 친절해서 좋습니다 덕분에 잘 해결했어요,5,고객센터
6330,trenbe,apple,20211016,저번에 오픈런 한번 갔다가 사고 싶던 가방도 없고 진 빠져서 포기했는데 트렌비 구경하다가 발견해서 바로 샀어요 ㅋㅋㅋ,5,상품 구색
6331,trenbe,apple,20211016,가격비교도 쉽게 할 수 있게 되어있고 희소성 있는 상품들도 꽤 있어서 좋아요,5,"UX/UI 편의성, 가격&프로모션, 상품 구색"
6332,trenbe,google,20211016,브랜드별 랭킹이나 타겟층별 랭킹들도 볼 수 있어서 구매에 참고하기 좋네요~,5,"UX/UI 편의성, 상품 구색"
6333,trenbe,google,20211016,부모님 연말 선물 해드리고 싶어서 검색하다가 깔아본 앱인데 카테고리 별로 잘 정리되어 있어서 큰 어려움 없이 구매했습니다 ㅎㅎ,5,"UX/UI 편의성, 상품 구색"
6334,trenbe,google,20211016,여기 고객센터 상담원이 친절해서 기억에 남는 앱입니다 고가 제품이라 걱정이 많이 됐는데 안심하고 구매했어요~,5,"정품 안전성, 가격&프로모션, 고객센터"
6335,trenbe,google,20211016,잘 사용하고있습니다. 상품이많아서 좋아요,5,전반적인 만족도&기타
6336,trenbe,apple,20211016,잘 몰라서 고객센터에 전화했는데 친절하고 자세하게 알려주셔서 좋았어요,5,고객센터
6337,balaan,google,20211016,최악이네요,1,전반적인 만족도&기타
6338,trenbe,google,20211016,명품 앱들 중에 트렌비만 씁니다!!! 디자인 예쁜게 많음.,5,상품 품질
6339,trenbe,google,20211016,백화점에 없는 디자인도 트렌비에선 찾아볼 수 있어서 넘 좋습니다!! 최고,5,전반적인 만족도&기타
6340,trenbe,google,20211016,이번에 트렌비에서 동생 선물로 가방 하나 샀는데 배송도 빠르고 정품이라 안전하게 구매했네요 ㅎㅎ,5,"정품 안전성, 배송"
6341,trenbe,google,20211016,페이지 이동 속도도 빠르고 앱 가독성도 좋아요~~~ 계속 쇼핑하게 되네용~,5,앱 오류
6342,trenbe,google,20211016,한 눈에 보기 쉽고 다양한 브랜드 제품이 있어서 좋아요,5,"UX/UI 편의성, 상품 구색"
6343,trenbe,google,20211016,배송도 빠르고 가격도 혜택 잘 이용하면 저렴하게 구매 가능해요~,5,"가격&프로모션, 배송"
6344,trenbe,google,20211016,"굳이 백화점까지 가지 않고, 핸드폰 앱으로 제품 구경하고 구매할 수 있는 점이 좋은 것 같습니다",5,전반적인 만족도&기타
6345,trenbe,google,20211016,TV광고 보다가 알게된 트렌비 명품 쇼핑도 이젠 집에서 가능해서 좋네요^^,5,전반적인 만족도&기타
6346,trenbe,google,20211016,고가 제품들 살때도 인터넷으로 안전하게 믿고 구매할 수 있네요!,5,"정품 안전성, 가격&프로모션, 상품 구색"
6347,trenbe,google,20211016,"브랜드 별로 가격 비교가 쉽고, 간간히 할인이나 혜택도 얻을 수 있어서 괜춘",5,"UX/UI 편의성, 가격&프로모션, 상품 구색"
6348,trenbe,google,20211016,원하는 명품 제품들을 비교하기 좋고 깔끔해서 맘에 듭니다^^,5,"UX/UI 편의성, 상품 구색"
6349,trenbe,google,20211015,전부 다 정품이라고 해서 저를 위한 선물로 큰맘먹고 가방 질렀네요 ㅎ 빨리 배송 왔으면 좋겠어요~,5,"정품 안전성, 배송"
6350,trenbe,google,20211015,"전 만족했어요. 해외직구인만큼 배송이 느린건 당연한 부분인거고, 국내 타 정식유통채널 대비해선 말할 것도 없고 타 구매대행보다 저렴하기도 하고 믿을 수도 있었어요. 그리고 궁금사항은 오전 10시 이후로 물어보면 정말 친절히 대답해주셨구요. 다만 질문사항 처음에 고르고 들어가면 AI가 대답해주는게 많아서 다른 분들이 상담원분과 연결을 하지 못해서 부정적 의견이 있는것 같은데 이부분을 간소화 해주신다면 더 좋은 사용자 경험을 얻을 수 있을 것 같습니다.",5,"정품 안전성, 앱 오류, 가격&프로모션, 배송, 고객센터"
6351,trenbe,google,20211015,명품쇼핑 웹중에 최고인거 같아요,5,전반적인 만족도&기타
6352,mustit,google,20211015,좋은것 같네요,5,전반적인 만족도&기타
6353,mustit,google,20211015,아직쓰기 괜찮음,5,전반적인 만족도&기타
6354,trenbe,google,20211015,착한가격 좋은상품의 쇼핑앱 입니다 다만 사이즈표기를 한번에 볼수있게 한국 사이즈표기가 제일 먼저 뜨면 좋겠어요ㅠ,5,"가격&프로모션, 상품 구색, 상품 품질, 상품 설명"
6355,trenbe,google,20211015,회사 동기 추천으로 깔았는데 생각보다 편해서 앞으로 쭉 쓸 것 같아요!!,5,UX/UI 편의성
6356,trenbe,google,20211015,쇼핑하기 편하게 되어 있어요. 브랜드랑 제품 다양해요.,5,"UX/UI 편의성, 상품 구색"
6357,trenbe,google,20211015,너무 가지고 싶던 신발이 있었는데 트렌비에서 세일하길래 샀어요 ㅎㅎ 세일 잘 노리면 정가보다 할인된 금액으로 살 수 있어서 좋네용~,5,가격&프로모션
6358,trenbe,google,20211015,생각보다 제품도 다양하네요~ 굳이 백화점 가는 것보다 트렌비에서 사는 게 편할 것 같아요~,5,상품 구색
6359,trenbe,google,20211015,고객센터 상담원이 친절해서 좋았어요 ^^,5,고객센터
6360,trenbe,apple,20211015,명품 구매는 잘 몰라서 고객센터에 전화했는데 상담해주신 분이 친절했어요,5,고객센터
6361,trenbe,google,20211015,지방에 살아서 백화점 가기 좀 힘든데.. 트렌비 정품이라고 해서 여기서 사려구요 믿고 구매할게요!,5,정품 안전성
6362,trenbe,google,20211015,역시 요즘은 인터넷으로 다 구매할 수 있어서 편하네요 명품도 인터넷으로 살 수 있을 줄은 몰랐는데 트렌비 덕에 이제 편하게 쇼핑해요^♥^,5,UX/UI 편의성
6363,trenbe,google,20211015,"신발, 가방, 옷 등등 진짜 다양한 브랜드 모여 있어서 넘 좋아요!! 다른 사이트 안 가고 한 번에 구경할 수 있음!!!",5,상품 구색
